"","X","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season","Größe","Gewicht","Geburtsort","Hintergrund","Bild_URL"
"107",354,"Benjamin Hiemenz","Benjamin","Hiemenz","m"," Deutschland","22.07.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686444/benjamin-hiemenz/",NA,2,NA,NA,NA,170,84," Deutschland","","https://s.hs-data.com/gfx/person/m/686444.jpg"
"108",636,"Benjamin Karagöz","Benjamin","Karagöz","m"," Deutschland","17.11.1991","  3  ","https://www.sport.de/ninja-warrior/pe686623/benjamin-karagoez/",NA,NA,3,NA,NA,167,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686623.jpg"
"109",653,"Benjamin Kummer","Benjamin","Kummer","m"," Schweiz","08.03.1978","  3  ","https://www.sport.de/ninja-warrior/pe686642/benjamin-kummer/",NA,NA,3,NA,NA,193,73," Schweiz","","https://s.hs-data.com/gfx/person/m/686642.jpg"
"110",655,"Benjamin Lauckner","Benjamin","Lauckner","m"," Deutschland","03.04.1987","  3  ","https://www.sport.de/ninja-warrior/pe686173/benjamin-lauckner/",NA,NA,3,NA,NA,190,82," Deutschland","","https://s.hs-data.com/gfx/person/m/686173.jpg"
"111",134,"Benjamin Melzer","Benjamin","Melzer","m"," Deutschland","02.01.1987","1    ","https://www.sport.de/ninja-warrior/pe685834/benjamin-melzer/",1,NA,NA,NA,NA,178,70," Deutschland","","https://s.hs-data.com/gfx/person/m/685834.jpg"
"112",913,"Benjamin Piwko","Benjamin","Piwko","m"," Deutschland","11.04.1980","   4 ","https://www.sport.de/ninja-warrior/pe705729/benjamin-piwko/",NA,NA,NA,4,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705729.jpg"
"113",697,"Benjamin Reichmann","Benjamin","Reichmann","m"," Deutschland","04.05.1986","  3 4 ","https://www.sport.de/ninja-warrior/pe686269/benjamin-reichmann/",NA,NA,3,4,NA,168,61," Deutschland","","https://s.hs-data.com/gfx/person/m/686269.jpg"
"114",1158,"Benjamin Schmidt","Benjamin","Schmidt","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708199/benjamin-schmidt/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708199.jpg"
"115",1029,"Bérenger Florence","Bérenger","Florence","m"," Frankreich",NA,"    5","https://www.sport.de/ninja-warrior/pe708204/berenger-florence/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708204.jpg"
"116",181,"Bertolt Schirmacher","Bertolt","Schirmacher","m"," Deutschland","26.09.1997","1    ","https://www.sport.de/ninja-warrior/pe685885/bertolt-schirmacher/",1,NA,NA,NA,NA,187,70," Deutschland","","https://s.hs-data.com/gfx/person/m/685885.jpg"
"117",133,"Bertrand Mbi","Bertrand","Mbi","m"," Deutschland","14.02.1991","1    ","https://www.sport.de/ninja-warrior/pe685935/bertrand-mbi/",1,NA,NA,NA,NA,187,97," Deutschland","","https://s.hs-data.com/gfx/person/m/685935.jpg"
"118",83,"Bettina Heiss","Bettina","Heiss","w"," Deutschland","20.09.1976","1    ","https://www.sport.de/ninja-warrior/pe685929/bettina-heiss/",1,NA,NA,NA,NA,172,54," Deutschland","","https://s.hs-data.com/gfx/person/m/685929.jpg"
"119",1041,"Bianca Giering","Bianca","Giering","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708228/bianca-giering/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708228.jpg"
"120",418,"Bianca Marten","Bianca","Marten","w"," Deutschland","10.11.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686465/bianca-marten/",NA,2,NA,NA,NA,171,59," Deutschland","","https://s.hs-data.com/gfx/person/m/686465.jpg"
"121",992,"Billy Bassilekin","Billy","Bassilekin","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe707990/billy-bassilekin/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/707990.jpg"
"122",835,"Björn Graul","Björn","Graul","m"," Deutschland","30.08.1999","   4 5","https://www.sport.de/ninja-warrior/pe686715/bjoern-graul/",NA,NA,NA,4,5,186,74," Deutschland","","https://s.hs-data.com/gfx/person/m/686715.jpg"
"123",337,"Björn Hallbauer","Björn","Hallbauer","m"," Deutschland","29.12.1978"," 2   ","https://www.sport.de/ninja-warrior/pe686496/bjoern-hallbauer/",NA,2,NA,NA,NA,178,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686496.jpg"
"124",384,"Björn Kloster","Björn","Kloster","m"," Deutschland","24.03.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686476/bjoern-kloster/",NA,2,NA,NA,NA,202,97," Deutschland","","https://s.hs-data.com/gfx/person/m/686476.jpg"
"125",430,"Björn Neumann","Björn","Neumann","m"," Deutschland","23.06.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686470/bjoern-neumann/",NA,2,NA,NA,NA,167,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686470.jpg"
"126",436,"Björn Otto","Björn","Otto","m"," Deutschland","16.10.1977"," 2 3  ","https://www.sport.de/ninja-warrior/pe281591/bjoern-otto/",NA,2,3,NA,NA,191,90," Deutschland"," Stabhochsprung"," https://s.hs-data.com/gfx/person/m/281591.jpg"
"127",758,"Bodo Vopel","Bodo","Vopel","m"," Deutschland","27.08.1982","  3  ","https://www.sport.de/ninja-warrior/pe686648/bodo-vopel/",NA,NA,3,NA,NA,177,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686648.jpg"
"128",353,"Boris Hesselmann","Boris","Hesselmann","m"," Deutschland","08.09.1984"," 2   ","https://www.sport.de/ninja-warrior/pe686442/boris-hesselmann/",NA,2,NA,NA,NA,180,74," Deutschland","","https://s.hs-data.com/gfx/person/m/686442.jpg"
"129",195,"Boris Schwarz","Boris","Schwarz","m"," Deutschland","28.12.1968","1    ","https://www.sport.de/ninja-warrior/pe685847/boris-schwarz/",1,NA,NA,NA,NA,180,82," Deutschland","","https://s.hs-data.com/gfx/person/m/685847.jpg"
"130",737,"Brendan Sperlich","Brendan","Sperlich","m"," Deutschland","16.04.2000","  3  ","https://www.sport.de/ninja-warrior/pe686222/brendan-sperlich/",NA,NA,3,NA,NA,180,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686222.jpg"
"131",714,"Brix Schaumburg","Brix","Schaumburg","d"," Deutschland","30.01.1990","  3  ","https://www.sport.de/ninja-warrior/pe686630/brix-schaumburg/",NA,NA,3,NA,NA,176,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686630.jpg"
"132",290,"Can Dar","Can","Dar","m"," Deutschland","13.03.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686342/can-dar/",NA,2,NA,NA,NA,187,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686342.jpg"
"133",888,"Carikalan Manoharan","Carikalan","Manoharan","m"," Sri Lanka","08.04.2001","   4 ","https://www.sport.de/ninja-warrior/pe686835/carikalan-manoharan/",NA,NA,NA,4,NA,169,54," Sri Lanka","","https://s.hs-data.com/gfx/person/m/686835.jpg"
"134",1102,"Carlos Davalos Lomeli","Carlos","Davalos Lomeli","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708032/carlos-davalos-lomeli/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708032.jpg"
"135",120,"Carolin Lasota","Carolin","Lasota","w"," Deutschland","02.12.1995","1    ","https://www.sport.de/ninja-warrior/pe686108/carolin-lasota/",1,NA,NA,NA,NA,167,54," Deutschland","","https://s.hs-data.com/gfx/person/m/686108.jpg"
"136",612,"Carolin Tamara Hingst","Carolin","Tamara Hingst","w"," Deutschland","18.09.1980","  3 4 ","https://www.sport.de/ninja-warrior/pe37283/carolin-tamara-hingst/",NA,NA,3,4,NA,170,60," Deutschland"," Stabhochsprung"," https://s.hs-data.com/gfx/person/m/37283.jpg"
"137",796,"Caroline Brunner","Caroline","Brunner","w"," Deutschland","02.12.1994","   4 5","https://www.sport.de/ninja-warrior/pe686840/caroline-brunner/",NA,NA,NA,4,5,167,58," Deutschland","","https://s.hs-data.com/gfx/person/m/686840.jpg"
"138",1112,"Carsten Mengel","Carsten","Mengel","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708223/carsten-mengel/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708223.jpg"
"139",1015,"Cedric Daniel","Cedric","Daniel","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe707984/cedric-daniel/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/707984.jpg"
"140",244,"Celina Atzori","Celina","Atzori","w"," Deutschland","15.02.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686327/celina-atzori/",NA,2,NA,NA,NA,160,51," Deutschland","","https://s.hs-data.com/gfx/person/m/686327.jpg"
"141",897,"Chantal Michels","Chantal","Michels","w"," Deutschland","22.05.1996","   4 ","https://www.sport.de/ninja-warrior/pe686717/chantal-michels/",NA,NA,NA,4,NA,178,67," Deutschland","","https://s.hs-data.com/gfx/person/m/686717.jpg"
"142",837,"Charline Hausen","Charline","Hausen","w"," Deutschland","31.12.1993","   4 ","https://www.sport.de/ninja-warrior/pe686768/charline-hausen/",NA,NA,NA,4,NA,175,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686768.jpg"
"143",828,"Charlotte Frank","Charlotte","Frank","w"," Deutschland","08.12.1992","   4 ","https://www.sport.de/ninja-warrior/pe686796/charlotte-frank/",NA,NA,NA,4,NA,173,63," Deutschland","","https://s.hs-data.com/gfx/person/m/686796.jpg"
"144",41,"Charly Dankwa","Charly","Dankwa","m"," Deutschland","27.03.1985","1    ","https://www.sport.de/ninja-warrior/pe686014/charly-dankwa/",1,NA,NA,NA,NA,190,83," Deutschland","","https://s.hs-data.com/gfx/person/m/686014.jpg"
"145",1033,"Chiara Frank","Chiara","Frank","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708001/chiara-frank/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708001.jpg"
"146",1049,"Chiara Gremes","Chiara","Gremes","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708140/chiara-gremes/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708140.jpg"
"147",378,"Chris Kiliano","Chris","Kiliano","m"," Deutschland","30.04.1987"," 2   ","https://www.sport.de/ninja-warrior/pe686337/chris-kiliano/",NA,2,NA,NA,NA,182,90," Deutschland","","https://s.hs-data.com/gfx/person/m/686337.jpg"
"148",645,"Chris Konushevci","Chris","Konushevci","m"," Deutschland","12.09.1996","  3  ","https://www.sport.de/ninja-warrior/pe686646/chris-konushevci/",NA,NA,3,NA,NA,176,68," Deutschland","","https://s.hs-data.com/gfx/person/m/686646.jpg"
"149",10,"Christian Balkheimer","Christian","Balkheimer","m"," Deutschland","22.11.1992","1 2 3 4 5","https://www.sport.de/ninja-warrior/pe686086/christian-balkheimer/",1,2,3,4,5,185,90," Deutschland","","https://s.hs-data.com/gfx/person/m/686086.jpg"
"150",266,"Christian Blietz","Christian","Blietz","m"," Deutschland","21.12.1958"," 2   ","https://www.sport.de/ninja-warrior/pe686435/christian-blietz/",NA,2,NA,NA,NA,181,78," Deutschland","","https://s.hs-data.com/gfx/person/m/686435.jpg"
"151",282,"Christian Cambeis","Christian","Cambeis","m"," Deutschland","26.02.1972"," 2   ","https://www.sport.de/ninja-warrior/pe686416/christian-cambeis/",NA,2,NA,NA,NA,179,83," Deutschland","","https://s.hs-data.com/gfx/person/m/686416.jpg"
"152",1017,"Christian Denzer","Christian","Denzer","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708058/christian-denzer/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708058.jpg"
"153",569,"Christian Diemann","Christian","Diemann","m"," Deutschland","11.03.1985","  3  ","https://www.sport.de/ninja-warrior/pe686655/christian-diemann/",NA,NA,3,NA,NA,183,77," Deutschland","","https://s.hs-data.com/gfx/person/m/686655.jpg"
"154",1022,"Christian Eier","Christian","Eier","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708222/christian-eier/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708222.jpg"
"155",314,"Christian Formella","Christian","Formella","m"," Deutschland","30.01.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686507/christian-formella/",NA,2,NA,NA,NA,180,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686507.jpg"
"156",76,"Christian Hamer","Christian","Hamer","m"," Deutschland","12.01.1987","1    ","https://www.sport.de/ninja-warrior/pe685910/christian-hamer/",1,NA,NA,NA,NA,174,69," Deutschland","","https://s.hs-data.com/gfx/person/m/685910.jpg"
"157",340,"Christian Harmat","Christian","Harmat","m"," Schweiz","25.12.1991"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686399/christian-harmat/",NA,2,3,4,5,183,73," Schweiz","","https://s.hs-data.com/gfx/person/m/686399.jpg"
"158",79,"Christian Hauck","Christian","Hauck","m"," Deutschland","04.10.1988","1    ","https://www.sport.de/ninja-warrior/pe686015/christian-hauck/",1,NA,NA,NA,NA,175,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686015.jpg"
"159",347,"Christian Heimerdinger","Christian","Heimerdinger","m"," Deutschland","22.01.1981"," 2   ","https://www.sport.de/ninja-warrior/pe686374/christian-heimerdinger/",NA,2,NA,NA,NA,179,85," Deutschland","","https://s.hs-data.com/gfx/person/m/686374.jpg"
"160",634,"Christian Kalb","Christian","Kalb","m"," Deutschland","28.10.1992","  3  ","https://www.sport.de/ninja-warrior/pe686223/christian-kalb/",NA,NA,3,NA,NA,183,74," Deutschland","","https://s.hs-data.com/gfx/person/m/686223.jpg"
"161",106,"Christian Kirstges","Christian","Kirstges","m"," Deutschland","19.12.1986","1 2 3 4 5","https://www.sport.de/ninja-warrior/pe685937/christian-kirstges/",1,2,3,4,5,200,98," Deutschland","","https://s.hs-data.com/gfx/person/m/685937.jpg"
"162",643,"Christian Kofler","Christian","Kofler","m"," Deutschland","19.06.1994","  3  ","https://www.sport.de/ninja-warrior/pe686666/christian-kofler/",NA,NA,3,NA,NA,178,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686666.jpg"
"163",1085,"Christian Krömer","Christian","Krömer","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe707963/christian-kroemer/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/707963.jpg"
"164",872,"Christian Lang","Christian","Lang","m"," Deutschland","20.02.1992","   4 ","https://www.sport.de/ninja-warrior/pe686747/christian-lang/",NA,NA,NA,4,NA,178,73," Deutschland","","https://s.hs-data.com/gfx/person/m/686747.jpg"
"165",148,"Christian Neffgen","Christian","Neffgen","m"," Deutschland","11.01.1993","1    ","https://www.sport.de/ninja-warrior/pe686072/christian-neffgen/",1,NA,NA,NA,NA,193,86," Deutschland","","https://s.hs-data.com/gfx/person/m/686072.jpg"
"166",696,"Christian Range","Christian","Range","m"," Deutschland","19.03.2000","  3  5","https://www.sport.de/ninja-warrior/pe686301/christian-range/",NA,NA,3,NA,5,180,71," Deutschland","","https://s.hs-data.com/gfx/person/m/686301.jpg"
"167",720,"Christian Schmidt","Christian","Schmidt","m"," Deutschland","03.01.1988","  3  ","https://www.sport.de/ninja-warrior/pe686593/christian-schmidt/",NA,NA,3,NA,NA,179,68," Deutschland","","https://s.hs-data.com/gfx/person/m/686593.jpg"
"168",1162,"Christian Schmitz","Christian","Schmitz","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe707973/christian-schmitz/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/707973.jpg"
"169",198,"Christian Sistarovic","Christian","Sistarovic","m"," Deutschland","03.12.1970","1    ","https://www.sport.de/ninja-warrior/pe686045/christian-sistarovic/",1,NA,NA,NA,NA,178,78," Deutschland","","https://s.hs-data.com/gfx/person/m/686045.jpg"
"170",958,"Christian Thomas","Christian","Thomas","m"," Deutschland","17.10.1989","   4 ","https://www.sport.de/ninja-warrior/pe686806/christian-thomas/",NA,NA,NA,4,NA,180,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686806.jpg"
"171",876,"Christin Lede","Christin","Lede","w"," Deutschland","21.06.1988","   4 ","https://www.sport.de/ninja-warrior/pe686837/christin-lede/",NA,NA,NA,4,NA,167,52," Deutschland","","https://s.hs-data.com/gfx/person/m/686837.jpg"
"172",555,"Christina Böning","Christina","Böning","w"," Deutschland","20.08.1993","  3  ","https://www.sport.de/ninja-warrior/pe686636/christina-boening/",NA,NA,3,NA,NA,165,53," Deutschland","","https://s.hs-data.com/gfx/person/m/686636.jpg"
"173",650,"Christine Kring","Christine","Kring","w"," Deutschland","28.01.1989","  3  ","https://www.sport.de/ninja-warrior/pe686662/christine-kring/",NA,NA,3,NA,NA,167,57," Deutschland","","https://s.hs-data.com/gfx/person/m/686662.jpg"
"174",22,"Christoph Birkner","Christoph","Birkner","m"," Deutschland","24.07.1989","1    ","https://www.sport.de/ninja-warrior/pe685843/christoph-birkner/",1,NA,NA,NA,NA,177,75," Deutschland","","https://s.hs-data.com/gfx/person/m/685843.jpg"
"175",1039,"Christoph Galle","Christoph","Galle","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708201/christoph-galle/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708201.jpg"
"176",457,"Christoph Reimers","Christoph","Reimers","m"," Deutschland","01.11.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686508/christoph-reimers/",NA,2,NA,NA,NA,179,77," Deutschland","","https://s.hs-data.com/gfx/person/m/686508.jpg"
"177",742,"Christoph Steinmaier","Christoph","Steinmaier","m"," Deutschland","23.11.1996","  3  ","https://www.sport.de/ninja-warrior/pe686172/christoph-steinmaier/",NA,NA,3,NA,NA,178,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686172.jpg"
"178",1188,"Christoph Thees","Christoph","Thees","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708072/christoph-thees/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708072.jpg"
"179",1189,"Christoph Thome","Christoph","Thome","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708124/christoph-thome/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708124.jpg"
"180",511,"Christoph Walchhofer","Christoph","Walchhofer","m"," Österreich","05.11.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686582/christoph-walchhofer/",NA,2,NA,NA,NA,178,65," Österreich","","https://s.hs-data.com/gfx/person/m/686582.jpg"
"181",830,"Christopher Freund","Christopher","Freund","m"," Deutschland","31.12.1993","   4 ","https://www.sport.de/ninja-warrior/pe686705/christopher-freund/",NA,NA,NA,4,NA,183,84," Deutschland","","https://s.hs-data.com/gfx/person/m/686705.jpg"
"182",393,"Christopher Krauß","Christopher","Krauß","m"," Deutschland","27.12.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686323/christopher-krauss/",NA,2,NA,NA,NA,178,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686323.jpg"
"183",1124,"Christopher Nikolov","Christopher","Nikolov","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe707978/christopher-nikolov/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/707978.jpg"
"184",734,"Christopher Sloan","Christopher","Sloan","m"," Deutschland","28.09.1989","  3  ","https://www.sport.de/ninja-warrior/pe686285/christopher-sloan/",NA,NA,3,NA,NA,174,73," Deutschland","","https://s.hs-data.com/gfx/person/m/686285.jpg"
"185",1196,"Christopher Von Stelzer","Christopher","Von Stelzer","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708006/christopher-von-stelzer/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708006.jpg"
"186",760,"Cindy Wagner","Cindy","Wagner","w"," Deutschland","15.02.1995","  3 4 ","https://www.sport.de/ninja-warrior/pe686601/cindy-wagner/",NA,NA,3,4,NA,154,55," Deutschland","","https://s.hs-data.com/gfx/person/m/686601.jpg"
"187",208,"Ciya Taycimen","Ciya","Taycimen","w"," Deutschland","29.09.1993","1    ","https://www.sport.de/ninja-warrior/pe686007/ciya-taycimen/",1,NA,NA,NA,NA,179,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686007.jpg"
"188",695,"Clara Quintero","Clara","Quintero","w"," Deutschland","15.04.1995","  3  ","https://www.sport.de/ninja-warrior/pe686157/clara-quintero/",NA,NA,3,NA,NA,160,55," Deutschland","","https://s.hs-data.com/gfx/person/m/686157.jpg"
"189",729,"Clara Siebel","Clara","Siebel","w"," Deutschland","15.04.1998","  3  ","https://www.sport.de/ninja-warrior/pe686214/clara-siebel/",NA,NA,3,NA,NA,162,57," Deutschland","","https://s.hs-data.com/gfx/person/m/686214.jpg"
"190",678,"Clemens Müller","Clemens","Müller","m"," Deutschland","27.06.1967","  3  ","https://www.sport.de/ninja-warrior/pe686192/clemens-mueller/",NA,NA,3,NA,NA,171,71," Deutschland","","https://s.hs-data.com/gfx/person/m/686192.jpg"
"191",402,"Colin Leathers","Colin","Leathers","m"," Deutschland","23.07.1994"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe686265/colin-leathers/",NA,2,3,4,NA,188,84," Deutschland","","https://s.hs-data.com/gfx/person/m/686265.jpg"
"192",145,"Constantin Motzigemba","Constantin","Motzigemba","m"," Deutschland","05.03.1990","1    ","https://www.sport.de/ninja-warrior/pe685900/constantin-motzigemba/",1,NA,NA,NA,NA,178,78," Deutschland","","https://s.hs-data.com/gfx/person/m/685900.jpg"
