"","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season"
"165"," Nikolai Pourraki","Nikolai","Pourraki","m"," Deutschland"," 04.08.1992","1    ","https://www.sport.de/ninja-warrior/pe685872/nikolai-pourraki/","1","","","",""
"166"," Julian Prokoph","Julian","Prokoph","m"," Deutschland"," 13.01.1992","1    ","https://www.sport.de/ninja-warrior/pe685938/julian-prokoph/","1","","","",""
"167"," Arianit Rama","Arianit","Rama","m"," Deutschland"," 03.05.1991","1    ","https://www.sport.de/ninja-warrior/pe685852/arianit-rama/","1","","","",""
"168"," Hannes Rennau","Hannes","Rennau","m"," Deutschland"," 28.04.1980","1    ","https://www.sport.de/ninja-warrior/pe685916/hannes-rennau/","1","","","",""
"169"," Pierre Renz","Pierre","Renz","m"," Deutschland"," 05.11.1987","1    ","https://www.sport.de/ninja-warrior/pe686010/pierre-renz/","1","","","",""
"170"," Viola Riechert","Viola","Riechert","w"," Deutschland"," 12.05.1989","1 2   5","https://www.sport.de/ninja-warrior/pe685861/viola-riechert/","1","2","","","5"
"171"," Desireé Rieger","Desireé","Rieger","w"," Deutschland"," 13.06.1991","1    ","https://www.sport.de/ninja-warrior/pe685858/desiree-rieger/","1","","","",""
"172"," Cora Robinson-Werner","Cora","Robinson-Werner","w"," Deutschland"," 19.03.1978","1    ","https://www.sport.de/ninja-warrior/pe685921/cora-robinson-werner/","1","","","",""
"173"," Justin Rodney","Justin","Rodney","m"," Deutschland"," 30.10.1995","1 2 3  ","https://www.sport.de/ninja-warrior/pe686031/justin-rodney/","1","2","3","",""
"174"," Alfredo Roldán Minaya","Alfredo","Roldán Minaya","m"," Deutschland"," 04.03.1995","1    ","https://www.sport.de/ninja-warrior/pe686054/alfredo-roldan-minaya/","1","","","",""
"175"," Kevin Rutkowski","Kevin","Rutkowski","m"," Deutschland"," 12.05.1993","1    ","https://www.sport.de/ninja-warrior/pe686083/kevin-rutkowski/","1","","","",""
"176"," Isabell Sabellek","Isabell","Sabellek","w"," Deutschland"," 27.12.1985","1   4 ","https://www.sport.de/ninja-warrior/pe686111/isabell-sabellek/","1","","","4",""
"177"," Luke Schaepers","Luke","Schaepers","m"," Deutschland"," 28.08.1991","1    ","https://www.sport.de/ninja-warrior/pe685881/luke-schaepers/","1","","","",""
"178"," Matti Schaffran","Matti","Schaffran","m"," Deutschland"," 05.09.1988","1    ","https://www.sport.de/ninja-warrior/pe686064/matti-schaffran/","1","","","",""
"179"," Paul Schall","Paul","Schall","m"," Deutschland"," 19.07.1995","1    ","https://www.sport.de/ninja-warrior/pe685844/paul-schall/","1","","","",""
"180"," Stefan Scherf","Stefan","Scherf","m"," Deutschland"," 15.03.1976","1    ","https://www.sport.de/ninja-warrior/pe686019/stefan-scherf/","1","","","",""
"181"," Bertolt Schirmacher","Bertolt","Schirmacher","m"," Deutschland"," 26.09.1997","1    ","https://www.sport.de/ninja-warrior/pe685885/bertolt-schirmacher/","1","","","",""
"182"," Jörn Schlönvoigt","Jörn","Schlönvoigt","m"," Deutschland"," 01.08.1986","1 2 3  ","https://www.sport.de/ninja-warrior/pe686087/joern-schloenvoigt/","1","2","3","",""
"183"," Daniel Schmidt","Daniel","Schmidt","m"," Deutschland"," 14.05.1991","1 2 3 4 5","https://www.sport.de/ninja-warrior/pe686075/daniel-schmidt/","1","2","3","4","5"
"184"," Nathalie Schmidt","Nathalie","Schmidt","w"," Deutschland"," 20.10.1969","1    ","https://www.sport.de/ninja-warrior/pe685865/nathalie-schmidt/","1","","","",""
"185"," René Schmidt","René","Schmidt","m"," Deutschland"," 11.01.1994","1    ","https://www.sport.de/ninja-warrior/pe686063/rene-schmidt/","1","","","",""
"186"," Xenia Schnebel","Xenia","Schnebel","w"," Deutschland"," 05.01.1986","1    ","https://www.sport.de/ninja-warrior/pe686106/xenia-schnebel/","1","","","",""
"187"," Martina Schneberger","Martina","Schneberger","w"," Deutschland"," 12.06.1989","1    ","https://www.sport.de/ninja-warrior/pe685926/martina-schneberger/","1","","","",""
"188"," Elisabeth Scholl","Elisabeth","Scholl","w"," Deutschland"," 19.06.1986","1    ","https://www.sport.de/ninja-warrior/pe685864/elisabeth-scholl/","1","","","",""
"189"," Danica Schön","Danica","Schön","w"," Deutschland"," 21.01.1996","1    ","https://www.sport.de/ninja-warrior/pe685859/danica-schoen/","1","","","",""
"190"," Janina Schön","Janina","Schön","w"," Deutschland"," 21.01.1996","1    ","https://www.sport.de/ninja-warrior/pe685860/janina-schoen/","1","","","",""
"191"," Daniel Schrader","Daniel","Schrader","m"," Deutschland"," 15.03.1985","1    ","https://www.sport.de/ninja-warrior/pe685901/daniel-schrader/","1","","","",""
"192"," Patrik Schultheis","Patrik","Schultheis","m"," Deutschland"," 26.12.1979","1    ","https://www.sport.de/ninja-warrior/pe685855/patrik-schultheis/","1","","","",""
"193"," Sascha Schultz","Sascha","Schultz","m"," Deutschland"," 18.07.1984","1    ","https://www.sport.de/ninja-warrior/pe686048/sascha-schultz/","1","","","",""
"194"," Dennis Schumacher","Dennis","Schumacher","m"," Deutschland"," 03.06.1982","1    ","https://www.sport.de/ninja-warrior/pe685836/dennis-schumacher/","1","","","",""
"195"," Boris Schwarz","Boris","Schwarz","m"," Deutschland"," 28.12.1968","1    ","https://www.sport.de/ninja-warrior/pe685847/boris-schwarz/","1","","","",""
"196"," Patrick Schwegler","Patrick","Schwegler","m"," Deutschland"," 01.01.1996","1    ","https://www.sport.de/ninja-warrior/pe686061/patrick-schwegler/","1","","","",""
"197"," Dennis Seibel","Dennis","Seibel","m"," Deutschland"," 27.02.1997","1    ","https://www.sport.de/ninja-warrior/pe685876/dennis-seibel/","1","","","",""
"198"," Christian Sistarovic","Christian","Sistarovic","m"," Deutschland"," 03.12.1970","1    ","https://www.sport.de/ninja-warrior/pe686045/christian-sistarovic/","1","","","",""
"199"," Jan Sokolowsky","Jan","Sokolowsky","m"," Deutschland"," 12.05.1989","1    ","https://www.sport.de/ninja-warrior/pe685891/jan-sokolowsky/","1","","","",""
"200"," Patrick Sonderegger","Patrick","Sonderegger","m"," Schweiz"," 07.08.1983","1 2 3 4 ","https://www.sport.de/ninja-warrior/pe685948/patrick-sonderegger/","1","2","3","4",""
"201"," Max Sprenger","Max","Sprenger","m"," Deutschland"," 10.10.1994","1 2 3 4 5","https://www.sport.de/ninja-warrior/pe685877/max-sprenger/","1","2","3","4","5"
"202"," Philipp Stehler","Philipp","Stehler","m"," Deutschland"," 06.06.1988","1  3  ","https://www.sport.de/ninja-warrior/pe685870/philipp-stehler/","1","","3","",""
"203"," Julia Antonia Stransky","Julia","Antonia Stransky","w"," Deutschland"," 10.02.1972","1    ","https://www.sport.de/ninja-warrior/pe686112/julia-antonia-stransky/","1","","","",""
"204"," Roxana Strasser","Roxana","Strasser","w"," Deutschland"," 26.09.1990","1    ","https://www.sport.de/ninja-warrior/pe686113/roxana-strasser/","1","","","",""
"205"," Norwin Stuffer","Norwin","Stuffer","m"," Deutschland"," 27.04.1988","1 2   ","https://www.sport.de/ninja-warrior/pe686076/norwin-stuffer/","1","2","","",""
"206"," Evelyn Szepa","Evelyn","Szepa","w"," Deutschland"," 13.12.1984","1    ","https://www.sport.de/ninja-warrior/pe686109/evelyn-szepa/","1","","","",""
"207"," Thomas Tauporn","Thomas","Tauporn","m"," Deutschland"," 30.03.1991","1    ","https://www.sport.de/ninja-warrior/pe686079/thomas-tauporn/","1","","","",""
"208"," Ciya Taycimen","Ciya","Taycimen","w"," Deutschland"," 29.09.1993","1    ","https://www.sport.de/ninja-warrior/pe686007/ciya-taycimen/","1","","","",""
"209"," Petra Ter Haar","Petra","Ter Haar","w"," Deutschland"," 03.02.1971","1    ","https://www.sport.de/ninja-warrior/pe686099/petra-ter-haar/","1","","","",""
"210"," Daniel Tex","Daniel","Tex","m"," Deutschland"," 04.04.1991","1    ","https://www.sport.de/ninja-warrior/pe686041/daniel-tex/","1","","","",""
"211"," Laura Torre","Laura","Torre","w"," Deutschland"," 26.01.1995","1    ","https://www.sport.de/ninja-warrior/pe686096/laura-torre/","1","","","",""
"212"," Arash Vaezi","Arash","Vaezi","m"," Deutschland"," 12.03.1976","1 2 3 4 5","https://www.sport.de/ninja-warrior/pe686067/arash-vaezi/","1","2","3","4","5"
"213"," Lukas Vernaldi","Lukas","Vernaldi","m"," Deutschland"," 08.12.1989","1    ","https://www.sport.de/ninja-warrior/pe685889/lukas-vernaldi/","1","","","",""
"214"," Gunda Fiona Von Bachhaus","Gunda","Fiona Von Bachhaus","m"," Deutschland"," 18.05.1981","1 2   ","https://www.sport.de/ninja-warrior/pe686104/gunda-fiona-von-bachhaus/","1","2","","",""
"215"," Minh Vu","Minh","Vu","m"," Deutschland"," 10.01.1993","1    ","https://www.sport.de/ninja-warrior/pe685841/minh-vu/","1","","","",""
"216"," Tim Wacker","Tim","Wacker","m"," Deutschland"," 14.09.1987","1    ","https://www.sport.de/ninja-warrior/pe685945/tim-wacker/","1","","","",""
"217"," René Weigl","René","Weigl","m"," Deutschland"," 04.08.1988","1    ","https://www.sport.de/ninja-warrior/pe686021/rene-weigl/","1","","","",""
"218"," Melissa Wenk","Melissa","Wenk","w"," Deutschland"," 19.05.1990","1    ","https://www.sport.de/ninja-warrior/pe686102/melissa-wenk/","1","","","",""
"219"," Melissa Wenk","Melissa","Wenk","m"," Deutschland"," 19.05.1990","1    ","https://www.sport.de/ninja-warrior/pe686102/melissa-wenk/","1","","","",""
"220"," Manuel Werling","Manuel","Werling","m"," Deutschland"," 16.02.1989","1 2   ","https://www.sport.de/ninja-warrior/pe685850/manuel-werling/","1","2","","",""
"221"," André Wesemann","André","Wesemann","m"," Deutschland"," 12.01.1980","1    ","https://www.sport.de/ninja-warrior/pe686043/andre-wesemann/","1","","","",""
"222"," Nicole Wesner","Nicole","Wesner","w"," Deutschland"," 26.08.1977","1    ","https://www.sport.de/ninja-warrior/pe685863/nicole-wesner/","1","","","",""
"223"," Felix Wiesner","Felix","Wiesner","m"," Deutschland"," 20.01.1995","1    ","https://www.sport.de/ninja-warrior/pe686037/felix-wiesner/","1","","","",""
"224"," Robert Wilken","Robert","Wilken","m"," Deutschland"," 03.02.1995","1    ","https://www.sport.de/ninja-warrior/pe685894/robert-wilken/","1","","","",""
"225"," Veit Wodicka","Veit","Wodicka","m"," Deutschland"," 03.03.1976","1    ","https://www.sport.de/ninja-warrior/pe686049/veit-wodicka/","1","","","",""
"226"," Andreas Wöhle","Andreas","Wöhle","m"," Deutschland"," 02.09.1990","1 2 3  ","https://www.sport.de/ninja-warrior/pe685878/andreas-woehle/","1","2","3","",""
"227"," Michael Wohlfart","Michael","Wohlfart","m"," Deutschland"," 10.07.1986","1    ","https://www.sport.de/ninja-warrior/pe686071/michael-wohlfart/","1","","","",""
"228"," Robin Wolfinger","Robin","Wolfinger","m"," Deutschland"," 08.04.1993","1    ","https://www.sport.de/ninja-warrior/pe685897/robin-wolfinger/","1","","","",""
"229"," David Wollschläger","David","Wollschläger","m"," Deutschland"," 23.07.1992","1 2 3  ","https://www.sport.de/ninja-warrior/pe685940/david-wollschlaeger/","1","2","3","",""
"230"," Alexander Wurm","Alexander","Wurm","m"," Deutschland"," 11.05.1996","1 2 3 4 5","https://www.sport.de/ninja-warrior/pe686085/alexander-wurm/","1","2","3","4","5"
"231"," George Yousef","George","Yousef","m"," Deutschland"," 02.06.1994","1    ","https://www.sport.de/ninja-warrior/pe685915/george-yousef/","1","","","",""
"232"," Michael Yusuf","Michael","Yusuf","m"," Deutschland"," 02.05.1991","1    ","https://www.sport.de/ninja-warrior/pe685899/michael-yusuf/","1","","","",""
"233"," Konstantin Maria Zierl","Konstantin","Maria Zierl","m"," Deutschland"," 15.09.1992","1    ","https://www.sport.de/ninja-warrior/pe686005/konstantin-maria-zierl/","1","","","",""
"234"," Philipp Zierl","Philipp","Zierl","m"," Deutschland"," 10.08.1990","1    ","https://www.sport.de/ninja-warrior/pe685890/philipp-zierl/","1","","","",""
"235"," Waldemar Zimbelmann","Waldemar","Zimbelmann","m"," Deutschland"," 12.07.1979","1    ","https://www.sport.de/ninja-warrior/pe685854/waldemar-zimbelmann/","1","","","",""
"236"," Florian Zumkehr","Florian","Zumkehr","m"," Deutschland"," 08.03.1988","1    ","https://www.sport.de/ninja-warrior/pe686082/florian-zumkehr/","1","","","",""
"237"," Mike -","Mike","-","m"," Deutschland"," 26.09.1966"," 2 3  ","https://www.sport.de/ninja-warrior/pe686375/mike--/","","2","3","",""
"238"," Aydin Agirdas","Aydin","Agirdas","m"," Deutschland"," 02.04.1975"," 2   ","https://www.sport.de/ninja-warrior/pe686424/aydin-agirdas/","","2","","",""
"239"," Bahier Ahmad","Bahier","Ahmad","m"," Deutschland"," 15.05.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686520/bahier-ahmad/","","2","","",""
"240"," Kaya Albach","Kaya","Albach","m"," Deutschland"," 11.09.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686386/kaya-albach/","","2","","",""
"241"," Oguzhan Albayrak","Oguzhan","Albayrak","m"," Deutschland"," 03.08.1977"," 2   ","https://www.sport.de/ninja-warrior/pe686467/oguzhan-albayrak/","","2","","",""
"242"," Veselin Angelov","Veselin","Angelov","m"," Deutschland"," 06.05.1996"," 2   ","https://www.sport.de/ninja-warrior/pe686556/veselin-angelov/","","2","","",""
"243"," Florian Apler","Florian","Apler","m"," Österreich"," 06.10.1984"," 2   ","https://www.sport.de/ninja-warrior/pe686497/florian-apler/","","2","","",""
"244"," Celina Atzori","Celina","Atzori","w"," Deutschland"," 15.02.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686327/celina-atzori/","","2","","",""
"245"," Sandro Atzori","Sandro","Atzori","m"," Deutschland"," 27.11.1967"," 2   ","https://www.sport.de/ninja-warrior/pe686326/sandro-atzori/","","2","","",""
"246"," Marco Augustin","Marco","Augustin","m"," Schweiz"," 22.06.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686543/marco-augustin/","","2","","",""
"247"," Felix Aurig","Felix","Aurig","m"," Deutschland"," 12.04.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686325/felix-aurig/","","2","","",""
"248"," Sabrina Avarello","Sabrina","Avarello","w"," Deutschland"," 09.11.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686463/sabrina-avarello/","","2","","",""
"249"," Alexander Averdunk","Alexander","Averdunk","m"," Deutschland"," 13.07.1997"," 2   ","https://www.sport.de/ninja-warrior/pe686367/alexander-averdunk/","","2","","",""
"250"," Patrick Bach","Patrick","Bach","m"," Deutschland"," 30.03.1968"," 2  4 ","https://www.sport.de/ninja-warrior/pe705711/patrick-bach/","","2","","4",""
"251"," Lukas Bacher","Lukas","Bacher","m"," Deutschland"," 05.06.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686513/lukas-bacher/","","2","","",""
"252"," Liz Baffoe","Liz","Baffoe","w"," Deutschland"," 06.07.1969"," 2   ","https://www.sport.de/ninja-warrior/pe705747/liz-baffoe/","","2","","",""
"253"," Alexej Balzer","Alexej","Balzer","m"," Deutschland"," 01.10.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686484/alexej-balzer/","","2","","",""
"254"," Samara Bannikov","Samara","Bannikov","w"," Deutschland"," 31.03.1988"," 2 3  ","https://www.sport.de/ninja-warrior/pe686563/samara-bannikov/","","2","3","",""
"255"," Marcelk Bär","Marcelk","Bär","m"," Deutschland"," 13.07.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686506/marcelk-baer/","","2","","",""
"256"," Edgar Luis Barrenechea Arias","Edgar","Luis Barrenechea Arias","m"," Deutschland"," 10.07.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686377/edgar-luis-barrenechea-arias/","","2","","",""
"257"," Dennis Barth","Dennis","Barth","m"," Deutschland"," 26.08.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686320/dennis-barth/","","2","","",""
"258"," Natalie Bärtschi","Natalie","Bärtschi","w"," Schweiz"," 13.03.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686427/natalie-baertschi/","","2","","",""
"259"," Mario Basler","Mario","Basler","m"," Deutschland"," 18.12.1968"," 2   ","https://www.sport.de/fussball/pe40661/mario-basler/","","2","","",""
"260"," Daniela Baumann","Daniela","Baumann","w"," Schweiz"," 30.11.1966"," 2   ","https://www.sport.de/ninja-warrior/pe686526/daniela-baumann/","","2","","",""
"261"," Omid Bayat","Omid","Bayat","m"," Deutschland"," 27.10.1985"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe686248/omid-bayat/","","2","3","4",""
"262"," Aleksandra Beese","Aleksandra","Beese","w"," Deutschland"," 20.12.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686370/aleksandra-beese/","","2","","",""
"263"," Oliver Bergerhausen","Oliver","Bergerhausen","m"," Deutschland"," 08.05.1982"," 2   ","https://www.sport.de/ninja-warrior/pe686353/oliver-bergerhausen/","","2","","",""
"264"," Jessica Bertermann","Jessica","Bertermann","w"," Deutschland"," 11.08.1996"," 2 3  5","https://www.sport.de/ninja-warrior/pe686182/jessica-bertermann/","","2","3","","5"
"265"," Robert Blankenburg","Robert","Blankenburg","m"," Deutschland"," 15.11.1972"," 2   ","https://www.sport.de/ninja-warrior/pe686492/robert-blankenburg/","","2","","",""
"266"," Christian Blietz","Christian","Blietz","m"," Deutschland"," 21.12.1958"," 2   ","https://www.sport.de/ninja-warrior/pe686435/christian-blietz/","","2","","",""
"267"," Marlene Bohny","Marlene","Bohny","w"," Deutschland"," 27.03.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686385/marlene-bohny/","","2","","",""
"268"," René Börner","René","Börner","m"," Deutschland"," 07.10.1987"," 2 3  ","https://www.sport.de/ninja-warrior/pe686429/rene-boerner/","","2","3","",""
"269"," Philipp Boy","Philipp","Boy","m"," Deutschland"," 23.07.1987"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe35221/philipp-boy/","","2","3","4",""
"270"," Julius Brink","Julius","Brink","m"," Deutschland"," 06.07.1982"," 2 3 4 ","https://www.sport.de/beachvolleyball/pe32435/julius-brink/","","2","3","4",""
"271"," Ansgar Brinkmann","Ansgar","Brinkmann","m"," Deutschland"," 05.07.1969"," 2   ","https://www.sport.de/fussball/pe41109/ansgar-brinkmann/","","2","","",""
"272"," Daniel Brinkschröder","Daniel","Brinkschröder","m"," Deutschland"," 27.05.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686539/daniel-brinkschroeder/","","2","","",""
"273"," René Brockmüller","René","Brockmüller","m"," Deutschland"," 16.06.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686516/rene-brockmueller/","","2","","",""
"274"," Maximilian Brunner","Maximilian","Brunner","m"," Österreich"," 15.06.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686575/maximilian-brunner/","","2","","",""
"275"," Simon Brunner","Simon","Brunner","m"," Deutschland"," 09.06.1997"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686505/simon-brunner/","","2","3","4","5"
"276"," Florian Büchner","Florian","Büchner","m"," Deutschland"," 19.10.1983"," 2   ","https://www.sport.de/ninja-warrior/pe686372/florian-buechner/","","2","","",""
